,Year,Week,Day,Base_Team,Opp,Home,After_Bye,Wins Tally,PF Tally,PA Tally,OPassY Tally,ORushY Tally,OTotYd Tally,TO_lost Tally,DPassY Tally,DRushY Tally,DTotYd Tally,TO_won Tally,Head_Coach,OC,DC,QB,Results
2018,2015,3,Sun,Falcons,Cowboys,0.0,0,2.0,50.0,44.0,636.0,161.0,797.0,2.0,627.0,160.0,787.0,3.0,Dan Quinn,Kyle Shanahan,Richard Smith,Matt Ryan,1.0
2034,2014,3,Thu,Falcons,Buccaneers,1.0,0,1.0,47.0,58.0,657.0,220.0,877.0,4.0,635.0,309.0,944.0,2.0,Mike Smith,Dirk Koetter,Mike Nolan,Matt Ryan,1.0
2050,2013,3,Sun,Falcons,Dolphins,0.0,0,1.0,48.0,47.0,636.0,124.0,760.0,2.0,693.0,147.0,840.0,2.0,Mike Smith,Dirk Koetter,Mike Nolan,Matt Ryan,0.0
2066,2012,3,Sun,Falcons,Chargers,0.0,0,2.0,67.0,45.0,500.0,151.0,651.0,0.0,459.0,270.0,729.0,7.0,Mike Smith,Dirk Koetter,Mike Nolan,Matt Ryan,1.0
2082,2011,3,Sun,Falcons,Buccaneers,0.0,0,1.0,47.0,61.0,456.0,248.0,704.0,5.0,603.0,221.0,824.0,4.0,Mike Smith,Mike Mularkey,Brian VanGorder,Matt Ryan,0.0
2098,2010,3,Sun,Falcons,Saints,0.0,0,1.0,50.0,22.0,460.0,279.0,739.0,2.0,360.0,261.0,621.0,4.0,Mike Smith,Mike Mularkey,Brian VanGorder,Matt Ryan,1.0
2114,2020,3,Sun,Washington,Browns,0.0,0,1.0,42.0,47.0,358.0,197.0,555.0,2.0,486.0,217.0,703.0,4.0,Ron Rivera,Scott Turner,Jack Del Rio,Dwayne Haskins,0.0
2130,2019,3,Mon,Washington,Bears,1.0,0,0.0,48.0,63.0,578.0,75.0,653.0,0.0,574.0,336.0,910.0,1.0,Jay Gruden,Kevin O'Connell,Greg Manusky,Case Keenum,0.0
2146,2018,3,Sun,Washington,Packers,1.0,0,1.0,33.0,27.0,516.0,247.0,763.0,2.0,322.0,172.0,494.0,4.0,Jay Gruden,Matt Cavanaugh,Greg Manusky,Alex Smith,1.0
2162,2017,3,Sun,Washington,Raiders,1.0,0,1.0,44.0,50.0,356.0,293.0,649.0,4.0,533.0,155.0,688.0,4.0,Jay Gruden,Matt Cavanaugh,Greg Manusky,Kirk Cousins,1.0
2178,2016,3,Sun,Washington,Giants,0.0,0,0.0,39.0,65.0,679.0,137.0,816.0,3.0,568.0,249.0,817.0,2.0,Jay Gruden,Sean McVay,Joe Barry,Kirk Cousins,1.0
2194,2015,3,Thu,Washington,Giants,0.0,0,1.0,34.0,27.0,379.0,343.0,722.0,3.0,328.0,141.0,469.0,1.0,Jay Gruden,Sean McVay,Joe Barry,Kirk Cousins,0.0
2210,2014,3,Sun,Washington,Eagles,0.0,0,1.0,47.0,27.0,499.0,322.0,821.0,2.0,329.0,140.0,469.0,2.0,Jay Gruden,Sean McVay,Jim Haslett,Robert Griffin III,0.0
2226,2013,3,Sun,Washington,Lions,1.0,0,0.0,47.0,71.0,622.0,182.0,804.0,4.0,621.0,402.0,1023.0,3.0,Mike Shanahan,Kyle Shanahan,Jim Haslett,Robert Griffin III,0.0
2242,2012,3,Sun,Washington,Bengals,1.0,0,1.0,68.0,63.0,503.0,329.0,832.0,1.0,627.0,183.0,810.0,6.0,Mike Shanahan,Kyle Shanahan,Jim Haslett,Robert Griffin III,0.0
2258,2011,3,Mon,Washington,Cowboys,0.0,0,2.0,50.0,35.0,541.0,246.0,787.0,3.0,471.0,168.0,639.0,3.0,Mike Shanahan,Kyle Shanahan,Jim Haslett,Rex Grossman,0.0
2274,2010,3,Sun,Washington,Rams,0.0,0,1.0,40.0,37.0,564.0,107.0,671.0,0.0,745.0,161.0,906.0,2.0,Mike Shanahan,Kyle Shanahan,Jim Haslett,Donovan McNabb,0.0
2290,2020,3,Mon,Ravens,Chiefs,1.0,0,2.0,71.0,22.0,447.0,341.0,788.0,1.0,421.0,189.0,610.0,5.0,John Harbaugh,Greg Roman,Don Martindale,Lamar Jackson,0.0
2306,2019,3,Sun,Ravens,Chiefs,0.0,0,2.0,82.0,27.0,636.0,447.0,1083.0,0.0,508.0,41.0,549.0,3.0,John Harbaugh,Greg Roman,Don Martindale,Lamar Jackson,0.0
2322,2018,3,Sun,Ravens,Broncos,1.0,0,1.0,70.0,37.0,611.0,183.0,794.0,4.0,335.0,191.0,526.0,2.0,John Harbaugh,Marty Mornhinweg,Don Martindale,Joe Flacco,1.0
2338,2017,3,Sun,Ravens,Jaguars,0.0,0,2.0,44.0,10.0,312.0,293.0,605.0,3.0,437.0,170.0,607.0,10.0,John Harbaugh,Marty Mornhinweg,Dean Pees,Joe Flacco,0.0
2354,2016,3,Sun,Ravens,Jaguars,0.0,0,2.0,38.0,27.0,527.0,163.0,690.0,3.0,337.0,210.0,547.0,2.0,John Harbaugh,Marc Trestman,Dean Pees,Joe Flacco,1.0
2370,2015,3,Sun,Ravens,Bengals,1.0,0,0.0,46.0,56.0,484.0,182.0,666.0,4.0,501.0,166.0,667.0,2.0,John Harbaugh,Marc Trestman,Dean Pees,Joe Flacco,0.0
2386,2014,3,Sun,Ravens,Browns,0.0,0,1.0,42.0,29.0,495.0,251.0,746.0,2.0,503.0,178.0,681.0,3.0,John Harbaugh,Gary Kubiak,Dean Pees,Joe Flacco,1.0
2402,2013,3,Sun,Ravens,Texans,1.0,0,1.0,41.0,55.0,532.0,157.0,689.0,3.0,639.0,130.0,769.0,2.0,John Harbaugh,Jim Caldwell,Dean Pees,Joe Flacco,1.0
2418,2012,3,Sun,Ravens,Patriots,1.0,0,1.0,67.0,37.0,522.0,233.0,755.0,2.0,550.0,258.0,808.0,6.0,John Harbaugh,Cam Cameron,Dean Pees,Joe Flacco,1.0
2434,2011,3,Sun,Ravens,Rams,0.0,0,1.0,48.0,33.0,399.0,215.0,614.0,3.0,604.0,140.0,744.0,8.0,John Harbaugh,Cam Cameron,Chuck Pagano,Joe Flacco,1.0
2450,2010,3,Sun,Ravens,Browns,1.0,0,1.0,20.0,24.0,383.0,158.0,541.0,7.0,219.0,210.0,429.0,1.0,John Harbaugh,Cam Cameron,Greg Mattison,Joe Flacco,1.0
2466,2020,3,Sun,Eagles,Bengals,1.0,0,0.0,36.0,64.0,450.0,178.0,628.0,6.0,417.0,271.0,688.0,1.0,Doug Pederson,Doug Pederson,Jim Schwartz,Carson Wentz,0.0
2482,2019,3,Sun,Eagles,Lions,1.0,0,1.0,52.0,51.0,550.0,172.0,722.0,3.0,680.0,85.0,765.0,3.0,Doug Pederson,Mike Groh,Jim Schwartz,Carson Wentz,0.0
2498,2018,3,Sun,Eagles,Colts,1.0,0,1.0,39.0,39.0,440.0,204.0,644.0,4.0,618.0,117.0,735.0,3.0,Doug Pederson,Mike Groh,Jim Schwartz,Carson Wentz,1.0
2514,2017,3,Sun,Eagles,Giants,1.0,0,1.0,50.0,44.0,597.0,165.0,762.0,4.0,432.0,176.0,608.0,4.0,Doug Pederson,Frank Reich,Jim Schwartz,Carson Wentz,1.0
2530,2016,3,Sun,Eagles,Steelers,1.0,0,2.0,58.0,24.0,450.0,233.0,683.0,0.0,388.0,184.0,572.0,4.0,Doug Pederson,Frank Reich,Jim Schwartz,Carson Wentz,1.0
2546,2015,3,Sun,Eagles,Jets,0.0,0,0.0,34.0,46.0,555.0,70.0,625.0,5.0,540.0,214.0,754.0,4.0,Chip Kelly,Pat Shurmur,Bill Davis,Sam Bradford,1.0
2562,2014,3,Sun,Eagles,Washington,1.0,0,2.0,64.0,44.0,606.0,272.0,878.0,4.0,414.0,233.0,647.0,3.0,Chip Kelly,Pat Shurmur,Bill Davis,Nick Foles,1.0
2578,2013,3,Thu,Eagles,Chiefs,1.0,0,1.0,63.0,60.0,591.0,363.0,954.0,2.0,721.0,200.0,921.0,5.0,Chip Kelly,Pat Shurmur,Bill Davis,Nick Foles,0.0
2594,2012,3,Sun,Eagles,Cardinals,0.0,0,2.0,41.0,39.0,663.0,279.0,942.0,9.0,325.0,210.0,535.0,6.0,Andy Reid,Marty Mornhinweg,Juan Castillo,Michael Vick,0.0
2610,2011,3,Sun,Eagles,Giants,1.0,0,1.0,62.0,48.0,481.0,369.0,850.0,4.0,361.0,292.0,653.0,3.0,Andy Reid,Marty Mornhinweg,Juan Castillo,Michael Vick,0.0
2626,2010,3,Sun,Eagles,Jaguars,0.0,0,1.0,55.0,59.0,419.0,311.0,730.0,1.0,496.0,247.0,743.0,4.0,Andy Reid,Marty Mornhinweg,Sean McDermott,Michael Vick,1.0
2642,2020,3,Sun,Cowboys,Seahawks,0.0,0,1.0,57.0,59.0,689.0,261.0,950.0,3.0,536.0,266.0,802.0,1.0,Mike McCarthy,Kellen Moore,Mike Nolan,Dak Prescott,0.0
2658,2019,3,Sun,Cowboys,Dolphins,1.0,0,2.0,66.0,38.0,666.0,302.0,968.0,1.0,527.0,198.0,725.0,2.0,Jason Garrett,Kellen Moore,Rod Marinelli,Dak Prescott,1.0
2674,2018,3,Sun,Cowboys,Seahawks,0.0,0,1.0,28.0,29.0,298.0,232.0,530.0,1.0,366.0,182.0,548.0,2.0,Jason Garrett,Scott Linehan,Rod Marinelli,Dak Prescott,0.0
2690,2017,3,Mon,Cowboys,Cardinals,0.0,0,1.0,36.0,45.0,491.0,169.0,660.0,2.0,400.0,213.0,613.0,3.0,Jason Garrett,Scott Linehan,Rod Marinelli,Dak Prescott,1.0
2706,2016,3,Sun,Cowboys,Bears,1.0,0,1.0,46.0,43.0,505.0,203.0,708.0,1.0,553.0,195.0,748.0,2.0,Jason Garrett,Scott Linehan,Rod Marinelli,Dak Prescott,1.0
2722,2015,3,Sun,Cowboys,Falcons,1.0,0,2.0,47.0,36.0,606.0,189.0,795.0,5.0,408.0,106.0,514.0,3.0,Jason Garrett,Scott Linehan,Rod Marinelli,Matt Cassel,0.0
2738,2014,3,Sun,Cowboys,Rams,0.0,0,1.0,43.0,38.0,403.0,347.0,750.0,5.0,424.0,209.0,633.0,2.0,Jason Garrett,Bill Callahan,Rod Marinelli,Tony Romo,1.0
2754,2013,3,Sun,Cowboys,Rams,1.0,0,1.0,52.0,48.0,525.0,124.0,649.0,3.0,627.0,164.0,791.0,6.0,Jason Garrett,Bill Callahan,Monte Kiffin,Tony Romo,1.0
2770,2012,3,Sun,Cowboys,Buccaneers,1.0,0,1.0,31.0,44.0,537.0,192.0,729.0,3.0,320.0,264.0,584.0,1.0,Jason Garrett,Bill Callahan,Rob Ryan,Tony Romo,1.0
2786,2011,3,Mon,Cowboys,Washington,1.0,0,1.0,51.0,51.0,753.0,109.0,862.0,5.0,447.0,119.0,566.0,3.0,Jason Garrett,Jason Garrett,Rob Ryan,Tony Romo,1.0
2802,2010,3,Sun,Cowboys,Texans,0.0,0,0.0,27.0,40.0,651.0,139.0,790.0,4.0,431.0,127.0,558.0,0.0,Jason Garrett,Jason Garrett,Paul Pasqualoni,Jon Kitna,1.0
2818,2020,3,Mon,Chiefs,Ravens,0.0,0,2.0,57.0,40.0,492.0,291.0,783.0,0.0,538.0,301.0,839.0,2.0,Andy Reid,Eric Bieniemy,Steve Spagnuolo,Patrick Mahomes,1.0
2834,2019,3,Sun,Chiefs,Ravens,1.0,0,2.0,68.0,36.0,814.0,144.0,958.0,1.0,525.0,210.0,735.0,4.0,Andy Reid,Eric Bieniemy,Steve Spagnuolo,Patrick Mahomes,1.0
2850,2018,3,Sun,Chiefs,49ers,1.0,0,2.0,80.0,65.0,578.0,233.0,811.0,1.0,860.0,156.0,1016.0,2.0,Andy Reid,Eric Bieniemy,Bob Sutton,Patrick Mahomes,1.0
2866,2017,3,Sun,Chiefs,Chargers,0.0,0,2.0,69.0,47.0,584.0,297.0,881.0,1.0,546.0,231.0,777.0,2.0,Andy Reid,Matt Nagy,Bob Sutton,Alex Smith,1.0
2882,2016,3,Sun,Chiefs,Jets,1.0,0,1.0,45.0,46.0,502.0,202.0,704.0,4.0,487.0,252.0,739.0,2.0,Andy Reid,Brad Childress,Bob Sutton,Alex Smith,1.0
2898,2015,3,Mon,Chiefs,Packers,0.0,0,1.0,51.0,51.0,400.0,244.0,644.0,5.0,536.0,159.0,695.0,3.0,Andy Reid,Doug Pederson,Bob Sutton,Alex Smith,0.0
2914,2014,3,Sun,Chiefs,Dolphins,0.0,0,0.0,27.0,50.0,425.0,200.0,625.0,3.0,480.0,250.0,730.0,0.0,Andy Reid,Doug Pederson,Bob Sutton,Alex Smith,1.0
2930,2013,3,Thu,Chiefs,Eagles,0.0,0,2.0,45.0,18.0,370.0,235.0,605.0,0.0,388.0,108.0,496.0,4.0,Andy Reid,Doug Pederson,Bob Sutton,Alex Smith,1.0
2946,2012,3,Sun,Chiefs,Saints,0.0,0,0.0,41.0,75.0,513.0,302.0,815.0,6.0,470.0,285.0,755.0,0.0,Romeo Crennel,Brian Daboll,Romeo Crennel,Matt Cassel,1.0
2962,2011,3,Sun,Chiefs,Chargers,0.0,0,0.0,10.0,89.0,221.0,259.0,480.0,9.0,523.0,252.0,775.0,2.0,Todd Haley,Bill Muir,Romeo Crennel,Matt Cassel,0.0
2978,2010,3,Sun,Chiefs,49ers,1.0,0,2.0,37.0,28.0,234.0,275.0,509.0,2.0,506.0,182.0,688.0,3.0,Todd Haley,Charlie Weis,Romeo Crennel,Matt Cassel,1.0
2994,2020,3,Sun,Lions,Cardinals,0.0,0,0.0,44.0,69.0,506.0,227.0,733.0,2.0,443.0,408.0,851.0,0.0,Matt Patricia,Darrell Bevell,Cory Undlin,Matthew Stafford,1.0
3010,2019,3,Sun,Lions,Eagles,0.0,0,1.0,40.0,37.0,606.0,210.0,816.0,4.0,562.0,249.0,811.0,3.0,Matt Patricia,Darrell Bevell,Paul Pasqualoni,Matthew Stafford,1.0
3026,2018,3,Sun,Lions,Patriots,1.0,0,0.0,44.0,78.0,629.0,137.0,766.0,6.0,336.0,359.0,695.0,2.0,Matt Patricia,Jim Bob Cooter,Paul Pasqualoni,Matthew Stafford,1.0
3042,2017,3,Sun,Lions,Falcons,1.0,0,2.0,59.0,33.0,404.0,220.0,624.0,2.0,471.0,107.0,578.0,5.0,Jim Caldwell,Jim Bob Cooter,Teryl Austin,Matthew Stafford,0.0
3058,2016,3,Sun,Lions,Packers,0.0,0,1.0,54.0,51.0,570.0,253.0,823.0,1.0,592.0,221.0,813.0,1.0,Jim Caldwell,Jim Bob Cooter,Teryl Austin,Matthew Stafford,0.0
3074,2015,3,Sun,Lions,Broncos,1.0,0,0.0,44.0,59.0,518.0,107.0,625.0,5.0,538.0,295.0,833.0,4.0,Jim Caldwell,Joe Lombardi,Teryl Austin,Matthew Stafford,0.0
3090,2014,3,Sun,Lions,Packers,1.0,0,1.0,42.0,38.0,594.0,146.0,740.0,3.0,395.0,115.0,510.0,2.0,Jim Caldwell,Joe Lombardi,Jim Bob Cooter,Matthew Stafford,1.0
3106,2013,3,Sun,Lions,Washington,0.0,0,1.0,55.0,49.0,630.0,161.0,791.0,3.0,486.0,192.0,678.0,5.0,Jim Schwartz,Scott Linehan,Gunther Cunningham,Matthew Stafford,1.0
3122,2012,3,Sun,Lions,Titans,0.0,0,1.0,46.0,50.0,560.0,165.0,725.0,4.0,374.0,225.0,599.0,1.0,Jim Schwartz,Scott Linehan,Gunther Cunningham,Matthew Stafford,0.0
3138,2011,3,Sun,Lions,Vikings,0.0,0,2.0,75.0,23.0,627.0,215.0,842.0,2.0,375.0,207.0,582.0,8.0,Jim Schwartz,Scott Linehan,Gunther Cunningham,Matthew Stafford,1.0
3154,2010,3,Sun,Lions,Washington,0.0,0,1.0,55.0,49.0,630.0,161.0,791.0,3.0,486.0,192.0,678.0,5.0,Jim Schwartz,Scott Linehan,Gunther Cunningham,Shaun Hill,1.0
3170,2020,3,Sun,Vikings,Titans,1.0,0,0.0,45.0,71.0,343.0,214.0,557.0,4.0,567.0,309.0,876.0,1.0,Mike Zimmer,Gary Kubiak,Andre Patterson,Kirk Cousins,0.0
3186,2019,3,Sun,Vikings,Raiders,1.0,0,1.0,44.0,33.0,320.0,370.0,690.0,4.0,463.0,217.0,680.0,5.0,Mike Zimmer,Kevin Stefanski,George Edwards,Kirk Cousins,1.0
3202,2018,3,Sun,Vikings,Bills,1.0,0,1.0,53.0,45.0,639.0,184.0,823.0,2.0,490.0,188.0,678.0,4.0,Mike Zimmer,John DeFilippo,George Edwards,Kirk Cousins,0.0
3218,2017,3,Sun,Vikings,Buccaneers,1.0,0,1.0,38.0,45.0,487.0,220.0,707.0,1.0,517.0,162.0,679.0,0.0,Mike Zimmer,Pat Shurmur,George Edwards,Case Keenum,1.0
3234,2016,3,Sun,Vikings,Panthers,0.0,0,2.0,42.0,30.0,490.0,95.0,585.0,1.0,432.0,147.0,579.0,6.0,Mike Zimmer,Norv Turner,George Edwards,Sam Bradford,1.0
3250,2015,3,Sun,Vikings,Chargers,1.0,0,1.0,29.0,36.0,328.0,270.0,598.0,2.0,450.0,268.0,718.0,4.0,Mike Zimmer,Norv Turner,George Edwards,Teddy Bridgewater,1.0
3266,2014,3,Sun,Vikings,Saints,0.0,0,1.0,41.0,36.0,333.0,239.0,572.0,4.0,388.0,222.0,610.0,2.0,Mike Zimmer,Norv Turner,George Edwards,Teddy Bridgewater,0.0
3282,2013,3,Sun,Vikings,Browns,1.0,0,0.0,54.0,65.0,452.0,228.0,680.0,7.0,641.0,239.0,880.0,6.0,Leslie Frazier,Bill Musgrave,Alan Williams,Christian Ponder,0.0
3298,2012,3,Sun,Vikings,49ers,1.0,0,1.0,46.0,46.0,498.0,218.0,716.0,2.0,436.0,197.0,633.0,1.0,Leslie Frazier,Bill Musgrave,Alan Williams,Christian Ponder,1.0
3314,2011,3,Sun,Vikings,Lions,1.0,0,0.0,37.0,48.0,240.0,345.0,585.0,2.0,560.0,182.0,742.0,3.0,Leslie Frazier,Bill Musgrave,Fred Pagac,Christian Ponder,0.0
3330,2010,3,Sun,Vikings,Lions,1.0,0,0.0,19.0,28.0,370.0,247.0,617.0,5.0,335.0,199.0,534.0,2.0,Brad Childress,Darrell Bevell,Leslie Frazier,Brett Favre,1.0
3346,2020,3,Sun,Bengals,Eagles,0.0,0,0.0,43.0,51.0,458.0,190.0,648.0,3.0,426.0,370.0,796.0,1.0,Zac Taylor,Brian Callahan,Lou Anarumo,Joe Burrow,0.0
3362,2019,3,Sun,Bengals,Bills,0.0,0,0.0,37.0,62.0,686.0,59.0,745.0,4.0,472.0,331.0,803.0,2.0,Zac Taylor,Brian Callahan,Lou Anarumo,Andy Dalton,0.0
3378,2018,3,Sun,Bengals,Panthers,0.0,0,2.0,68.0,46.0,494.0,209.0,703.0,2.0,664.0,141.0,805.0,5.0,Marvin Lewis,Bill Lazor,Teryl Austin,Andy Dalton,0.0
3394,2017,3,Sun,Bengals,Packers,0.0,0,0.0,9.0,33.0,357.0,159.0,516.0,6.0,209.0,325.0,534.0,1.0,Marvin Lewis,Ken Zampese,Paul Guenther,Andy Dalton,0.0
3410,2016,3,Sun,Bengals,Broncos,1.0,0,1.0,39.0,46.0,690.0,103.0,793.0,3.0,438.0,276.0,714.0,3.0,Marvin Lewis,Ken Zampese,Paul Guenther,Andy Dalton,0.0
3426,2015,3,Sun,Bengals,Ravens,0.0,0,2.0,57.0,32.0,483.0,302.0,785.0,2.0,406.0,194.0,600.0,5.0,Marvin Lewis,Hue Jackson,Paul Guenther,Andy Dalton,1.0
3442,2014,3,Sun,Bengals,Titans,1.0,0,2.0,47.0,26.0,603.0,249.0,852.0,0.0,541.0,191.0,732.0,5.0,Marvin Lewis,Hue Jackson,Paul Guenther,Andy Dalton,1.0
3458,2013,3,Sun,Bengals,Packers,1.0,0,1.0,41.0,34.0,557.0,190.0,747.0,3.0,476.0,125.0,601.0,3.0,Marvin Lewis,Jay Gruden,Mike Zimmer,Andy Dalton,1.0
3474,2012,3,Sun,Bengals,Washington,0.0,0,1.0,47.0,71.0,488.0,209.0,697.0,3.0,617.0,252.0,869.0,1.0,Marvin Lewis,Jay Gruden,Mike Zimmer,Andy Dalton,1.0
3490,2011,3,Sun,Bengals,49ers,1.0,0,1.0,49.0,41.0,465.0,211.0,676.0,0.0,389.0,214.0,603.0,3.0,Marvin Lewis,Jay Gruden,Mike Zimmer,Andy Dalton,0.0
3506,2010,3,Sun,Bengals,Panthers,0.0,0,1.0,39.0,48.0,500.0,181.0,681.0,2.0,408.0,227.0,635.0,4.0,Marvin Lewis,Bob Bratkowski,Mike Zimmer,Carson Palmer,1.0
3522,2020,3,Sun,Raiders,Patriots,0.0,0,2.0,68.0,54.0,500.0,249.0,749.0,1.0,571.0,241.0,812.0,1.0,Jon Gruden,Greg Olson,Paul Guenther,Derek Carr,0.0
3538,2019,3,Sun,Raiders,Vikings,0.0,0,1.0,34.0,44.0,437.0,227.0,664.0,2.0,685.0,126.0,811.0,1.0,Jon Gruden,Greg Olson,Paul Guenther,Derek Carr,0.0
3554,2018,3,Sun,Raiders,Dolphins,0.0,0,0.0,32.0,53.0,581.0,187.0,768.0,3.0,442.0,308.0,750.0,1.0,Jon Gruden,Greg Olson,Paul Guenther,Derek Carr,0.0
3570,2017,3,Sun,Raiders,Washington,0.0,0,2.0,71.0,36.0,480.0,289.0,769.0,0.0,400.0,221.0,621.0,2.0,Jack Del Rio,Todd Downing,Ken Norton,Derek Carr,0.0
3586,2016,3,Sun,Raiders,Titans,0.0,0,1.0,63.0,69.0,618.0,322.0,940.0,0.0,808.0,227.0,1035.0,2.0,Jack Del Rio,Bill Musgrave,Ken Norton,Derek Carr,1.0
3602,2015,3,Sun,Raiders,Browns,0.0,0,1.0,50.0,66.0,534.0,160.0,694.0,3.0,653.0,236.0,889.0,2.0,Jack Del Rio,Bill Musgrave,Ken Norton,Derek Carr,1.0
3618,2014,3,Sun,Raiders,Patriots,0.0,0,0.0,28.0,49.0,396.0,126.0,522.0,4.0,329.0,400.0,729.0,2.0,Dennis Allen,Greg Olson,Jason Tarver,Derek Carr,0.0
3634,2013,3,Mon,Raiders,Broncos,0.0,0,1.0,36.0,30.0,315.0,397.0,712.0,3.0,361.0,161.0,522.0,0.0,Dennis Allen,Greg Olson,Jason Tarver,Terrelle Pryor,0.0
3650,2012,3,Sun,Raiders,Steelers,1.0,0,0.0,27.0,57.0,649.0,68.0,717.0,2.0,415.0,295.0,710.0,0.0,Dennis Allen,Greg Knapp,Jason Tarver,Carson Palmer,1.0
3666,2011,3,Sun,Raiders,Jets,1.0,0,1.0,58.0,58.0,422.0,321.0,743.0,3.0,530.0,261.0,791.0,4.0,Hue Jackson,Al Saunders,Chuck Bresnahan,Carson Palmer,1.0
3682,2010,3,Sun,Raiders,Cardinals,0.0,0,1.0,29.0,52.0,381.0,309.0,690.0,4.0,275.0,280.0,555.0,2.0,Tom Cable,Hue Jackson,John Marshall,Jason Campbell,0.0
3698,2020,3,Sun,Steelers,Texans,1.0,0,2.0,52.0,37.0,509.0,250.0,759.0,3.0,477.0,133.0,610.0,4.0,Mike Tomlin,Randy Fichtner,Keith Butler,Ben Roethlisberger,1.0
3714,2019,3,Sun,Steelers,49ers,0.0,0,0.0,29.0,61.0,456.0,113.0,569.0,2.0,640.0,250.0,890.0,2.0,Mike Tomlin,Randy Fichtner,Keith Butler,Mason Rudolph,0.0
3730,2018,3,Mon,Steelers,Buccaneers,0.0,0,0.0,58.0,63.0,755.0,192.0,947.0,6.0,472.0,304.0,776.0,2.0,Mike Tomlin,Randy Fichtner,Keith Butler,Ben Roethlisberger,1.0
3746,2017,3,Sun,Steelers,Bears,0.0,0,2.0,47.0,27.0,488.0,137.0,625.0,1.0,326.0,148.0,474.0,2.0,Mike Tomlin,Todd Haley,Keith Butler,Ben Roethlisberger,0.0
3762,2016,3,Sun,Steelers,Eagles,0.0,0,2.0,62.0,32.0,540.0,271.0,811.0,3.0,695.0,101.0,796.0,4.0,Mike Tomlin,Todd Haley,Keith Butler,Ben Roethlisberger,0.0
3778,2015,3,Sun,Steelers,Rams,0.0,0,1.0,64.0,46.0,699.0,218.0,917.0,1.0,579.0,191.0,770.0,1.0,Mike Tomlin,Todd Haley,Keith Butler,Ben Roethlisberger,1.0
3794,2014,3,Sun,Steelers,Panthers,0.0,0,1.0,36.0,53.0,578.0,226.0,804.0,4.0,364.0,348.0,712.0,0.0,Mike Tomlin,Todd Haley,Dick LeBeau,Ben Roethlisberger,1.0
3810,2013,3,Sun,Steelers,Bears,1.0,0,0.0,19.0,36.0,397.0,75.0,472.0,4.0,397.0,239.0,636.0,0.0,Mike Tomlin,Todd Haley,Dick LeBeau,Ben Roethlisberger,0.0
3826,2012,3,Sun,Steelers,Raiders,0.0,0,1.0,46.0,41.0,474.0,141.0,615.0,1.0,369.0,184.0,553.0,2.0,Mike Tomlin,Todd Haley,Dick LeBeau,Ben Roethlisberger,0.0
3842,2011,3,Sun,Steelers,Colts,0.0,0,1.0,31.0,35.0,543.0,190.0,733.0,7.0,348.0,201.0,549.0,0.0,Mike Tomlin,Bruce Arians,Dick LeBeau,Ben Roethlisberger,1.0
3858,2010,3,Sun,Steelers,Buccaneers,0.0,0,2.0,34.0,20.0,232.0,249.0,481.0,2.0,429.0,104.0,533.0,8.0,Mike Tomlin,Bruce Arians,Dick LeBeau,Ben Roethlisberger,1.0
3874,2020,3,Sun,Browns,Washington,1.0,0,1.0,41.0,68.0,387.0,353.0,740.0,4.0,555.0,179.0,734.0,2.0,Kevin Stefanski,Alex Van Pelt,Joe Woods,Baker Mayfield,1.0
3890,2019,3,Sun,Browns,Rams,1.0,0,1.0,36.0,46.0,549.0,172.0,721.0,4.0,385.0,216.0,601.0,1.0,Freddie Kitchens,Todd Monken,Steve Wilks,Baker Mayfield,0.0
3906,2018,3,Thu,Browns,Jets,1.0,0,0.0,39.0,42.0,384.0,270.0,654.0,2.0,526.0,221.0,747.0,8.0,Hue Jackson,Todd Haley,Gregg Williams,Baker Mayfield,1.0
3922,2017,3,Sun,Browns,Colts,0.0,0,0.0,28.0,45.0,473.0,150.0,623.0,6.0,456.0,171.0,627.0,3.0,Hue Jackson,Hue Jackson,Gregg Williams,DeShone Kizer,0.0
3938,2016,3,Sun,Browns,Dolphins,0.0,0,0.0,30.0,54.0,410.0,265.0,675.0,3.0,572.0,213.0,785.0,2.0,Hue Jackson,Hue Jackson,Ray Horton,Cody Kessler,0.0
3954,2015,3,Sun,Browns,Raiders,1.0,0,1.0,38.0,45.0,375.0,220.0,595.0,5.0,398.0,320.0,718.0,4.0,Mike Pettine,John DeFilippo,Jim O'Neil,Josh McCown,0.0
3970,2014,3,Sun,Browns,Ravens,1.0,0,1.0,53.0,54.0,400.0,313.0,713.0,0.0,599.0,301.0,900.0,3.0,Mike Pettine,Kyle Shanahan,Jim O'Neil,Brian Hoyer,0.0
3986,2013,3,Sun,Browns,Vikings,0.0,0,0.0,16.0,37.0,438.0,112.0,550.0,3.0,452.0,119.0,571.0,2.0,Rob Chudzinski,Norv Turner,Ray Horton,Jason Campbell,1.0
4002,2012,3,Sun,Browns,Bills,1.0,0,0.0,43.0,51.0,420.0,229.0,649.0,5.0,601.0,230.0,831.0,6.0,Pat Shurmur,Brad Childress,Dick Jauron,Brandon Weeden,0.0
4018,2011,3,Sun,Browns,Dolphins,1.0,0,1.0,44.0,46.0,399.0,189.0,588.0,2.0,331.0,248.0,579.0,2.0,Pat Shurmur,Pat Shurmur,Dick Jauron,Colt McCoy,1.0
4034,2010,3,Sun,Browns,Ravens,0.0,0,0.0,28.0,33.0,462.0,177.0,639.0,5.0,341.0,259.0,600.0,4.0,Eric Mangini,Brian Daboll,Rob Ryan,Jake Delhomme,0.0
