,Year,Week,Day,Base_Team,Opp,Home,After_Bye,Wins Tally,PF Tally,PA Tally,OPassY Tally,ORushY Tally,OTotYd Tally,TO_lost Tally,DPassY Tally,DRushY Tally,DTotYd Tally,TO_won Tally,Head_Coach,OC,DC,QB,Results
2390,2014,7,Sun,Ravens,Falcons,1.0,0,4.0,164.0,97.0,1542.0,797.0,2339.0,7.0,1623.0,544.0,2167.0,9.0,John Harbaugh,Gary Kubiak,Dean Pees,Joe Flacco,1.0
2406,2013,7,Sun,Ravens,Steelers,0.0,0,3.0,134.0,129.0,1578.0,436.0,2014.0,11.0,1526.0,589.0,2115.0,8.0,John Harbaugh,Jim Caldwell,Dean Pees,Joe Flacco,0.0
2422,2012,7,Sun,Ravens,Texans,0.0,0,5.0,161.0,118.0,1636.0,674.0,2310.0,6.0,1561.0,819.0,2380.0,13.0,John Harbaugh,Cam Cameron,Dean Pees,Joe Flacco,0.0
2437,2011,7,Mon,Ravens,Jaguars,0.0,0,4.0,148.0,71.0,1228.0,608.0,1836.0,9.0,1048.0,383.0,1431.0,14.0,John Harbaugh,Cam Cameron,Chuck Pagano,Joe Flacco,0.0
2454,2010,7,Sun,Ravens,Bills,1.0,0,4.0,112.0,95.0,1349.0,669.0,2018.0,9.0,1050.0,633.0,1683.0,5.0,John Harbaugh,Cam Cameron,Greg Mattison,Joe Flacco,1.0
2486,2019,7,Sun,Eagles,Cowboys,0.0,0,3.0,161.0,149.0,1429.0,667.0,2096.0,9.0,1681.0,437.0,2118.0,10.0,Doug Pederson,Mike Groh,Jim Schwartz,Carson Wentz,0.0
2502,2018,7,Sun,Eagles,Panthers,1.0,0,3.0,137.0,117.0,1536.0,662.0,2198.0,9.0,1638.0,479.0,2117.0,6.0,Doug Pederson,Mike Groh,Jim Schwartz,Carson Wentz,0.0
2518,2017,7,Mon,Eagles,Washington,1.0,0,5.0,165.0,122.0,1504.0,795.0,2299.0,7.0,1641.0,394.0,2035.0,11.0,Doug Pederson,Frank Reich,Jim Schwartz,Carson Wentz,1.0
2533,2016,7,Sun,Eagles,Vikings,1.0,0,3.0,135.0,78.0,1126.0,568.0,1694.0,2.0,1037.0,523.0,1560.0,8.0,Doug Pederson,Frank Reich,Jim Schwartz,Carson Wentz,1.0
2550,2015,7,Sun,Eagles,Panthers,0.0,0,3.0,144.0,110.0,1499.0,624.0,2123.0,14.0,1564.0,565.0,2129.0,16.0,Chip Kelly,Pat Shurmur,Bill Davis,Sam Bradford,0.0
2582,2013,7,Sun,Eagles,Cowboys,1.0,0,3.0,166.0,179.0,1628.0,1071.0,2699.0,8.0,1887.0,634.0,2521.0,10.0,Chip Kelly,Pat Shurmur,Bill Davis,Nick Foles,0.0
2630,2010,7,Sun,Eagles,Titans,0.0,0,4.0,153.0,120.0,1476.0,806.0,2282.0,5.0,1190.0,694.0,1884.0,13.0,Andy Reid,Marty Mornhinweg,Sean McDermott,Michael Vick,0.0
2662,2019,7,Sun,Cowboys,Eagles,1.0,0,3.0,153.0,114.0,1830.0,833.0,2663.0,8.0,1428.0,563.0,1991.0,5.0,Jason Garrett,Kellen Moore,Rod Marinelli,Dak Prescott,1.0
2678,2018,7,Sun,Cowboys,Washington,0.0,0,3.0,123.0,103.0,1032.0,885.0,1917.0,6.0,1347.0,544.0,1891.0,6.0,Jason Garrett,Scott Linehan,Rod Marinelli,Dak Prescott,0.0
2693,2017,7,Sun,Cowboys,49ers,0.0,1,2.0,125.0,132.0,1161.0,620.0,1781.0,7.0,1109.0,590.0,1699.0,4.0,Jason Garrett,Scott Linehan,Rod Marinelli,Dak Prescott,1.0
2725,2015,7,Sun,Cowboys,Giants,0.0,1,2.0,101.0,131.0,1209.0,533.0,1742.0,8.0,1270.0,476.0,1746.0,3.0,Jason Garrett,Scott Linehan,Rod Marinelli,Matt Cassel,0.0
2742,2014,7,Sun,Cowboys,Giants,1.0,0,5.0,165.0,126.0,1430.0,962.0,2392.0,12.0,1365.0,690.0,2055.0,10.0,Jason Garrett,Bill Callahan,Rod Marinelli,Tony Romo,1.0
2758,2013,7,Sun,Cowboys,Eagles,0.0,0,3.0,183.0,152.0,1590.0,509.0,2099.0,8.0,1849.0,630.0,2479.0,12.0,Jason Garrett,Bill Callahan,Monte Kiffin,Tony Romo,1.0
2773,2012,7,Sun,Cowboys,Panthers,0.0,0,2.0,94.0,119.0,1439.0,498.0,1937.0,12.0,908.0,518.0,1426.0,4.0,Jason Garrett,Bill Callahan,Rob Ryan,Tony Romo,1.0
2789,2011,7,Sun,Cowboys,Rams,1.0,0,2.0,115.0,121.0,1624.0,424.0,2048.0,12.0,1190.0,348.0,1538.0,10.0,Jason Garrett,Jason Garrett,Rob Ryan,Tony Romo,1.0
2805,2010,7,Mon,Cowboys,Giants,1.0,0,1.0,102.0,111.0,1525.0,475.0,2000.0,9.0,903.0,504.0,1407.0,4.0,Jason Garrett,Jason Garrett,Paul Pasqualoni,Jon Kitna,0.0
2838,2019,7,Thu,Chiefs,Broncos,0.0,0,4.0,172.0,144.0,2036.0,496.0,2532.0,7.0,1466.0,971.0,2437.0,10.0,Andy Reid,Eric Bieniemy,Steve Spagnuolo,Patrick Mahomes,1.0
2854,2018,7,Sun,Chiefs,Bengals,1.0,0,5.0,215.0,172.0,1839.0,672.0,2511.0,5.0,2042.0,767.0,2809.0,9.0,Andy Reid,Eric Bieniemy,Bob Sutton,Patrick Mahomes,1.0
2870,2017,7,Thu,Chiefs,Raiders,0.0,0,5.0,177.0,130.0,1513.0,809.0,2322.0,1.0,1485.0,784.0,2269.0,8.0,Andy Reid,Matt Nagy,Bob Sutton,Alex Smith,0.0
2885,2016,7,Sun,Chiefs,Saints,1.0,0,3.0,109.0,102.0,1216.0,544.0,1760.0,7.0,1183.0,582.0,1765.0,12.0,Andy Reid,Brad Childress,Bob Sutton,Alex Smith,1.0
2902,2015,7,Sun,Chiefs,Steelers,1.0,0,1.0,127.0,159.0,1440.0,606.0,2046.0,8.0,1660.0,577.0,2237.0,6.0,Andy Reid,Doug Pederson,Bob Sutton,Alex Smith,1.0
2917,2014,7,Sun,Chiefs,Chargers,0.0,1,2.0,119.0,101.0,987.0,688.0,1675.0,6.0,1072.0,637.0,1709.0,3.0,Andy Reid,Doug Pederson,Bob Sutton,Alex Smith,1.0
2934,2013,7,Sun,Chiefs,Texans,1.0,0,6.0,152.0,65.0,1244.0,714.0,1958.0,6.0,1142.0,696.0,1838.0,18.0,Andy Reid,Doug Pederson,Bob Sutton,Alex Smith,1.0
2965,2011,7,Sun,Chiefs,Raiders,0.0,1,2.0,77.0,150.0,881.0,637.0,1518.0,10.0,1248.0,598.0,1846.0,5.0,Todd Haley,Bill Muir,Romeo Crennel,Matt Cassel,1.0
2981,2010,7,Sun,Chiefs,Jaguars,1.0,0,3.0,108.0,92.0,821.0,823.0,1644.0,4.0,1247.0,454.0,1701.0,5.0,Todd Haley,Charlie Weis,Romeo Crennel,Matt Cassel,1.0
3013,2019,7,Sun,Lions,Vikings,1.0,0,2.0,119.0,118.0,1311.0,538.0,1849.0,6.0,1400.0,669.0,2069.0,11.0,Matt Patricia,Darrell Bevell,Paul Pasqualoni,Matthew Stafford,0.0
3029,2018,7,Sun,Lions,Dolphins,0.0,1,2.0,125.0,137.0,1340.0,486.0,1826.0,7.0,1110.0,729.0,1839.0,6.0,Matt Patricia,Jim Bob Cooter,Paul Pasqualoni,Matthew Stafford,1.0
3062,2016,7,Sun,Lions,Washington,1.0,0,3.0,150.0,153.0,1564.0,532.0,2096.0,5.0,1628.0,650.0,2278.0,4.0,Jim Caldwell,Jim Bob Cooter,Teryl Austin,Matthew Stafford,1.0
3078,2015,7,Sun,Lions,Vikings,1.0,0,1.0,120.0,172.0,1753.0,399.0,2152.0,18.0,1597.0,724.0,2321.0,10.0,Jim Caldwell,Joe Lombardi,Teryl Austin,Matthew Stafford,0.0
3094,2014,7,Sun,Lions,Saints,1.0,0,4.0,116.0,82.0,1463.0,518.0,1981.0,8.0,1183.0,441.0,1624.0,9.0,Jim Caldwell,Joe Lombardi,Jim Bob Cooter,Matthew Stafford,1.0
3110,2013,7,Sun,Lions,Bengals,1.0,0,4.0,162.0,140.0,1706.0,565.0,2271.0,8.0,1610.0,749.0,2359.0,13.0,Jim Schwartz,Scott Linehan,Gunther Cunningham,Matthew Stafford,0.0
3125,2012,7,Mon,Lions,Bears,0.0,0,2.0,126.0,137.0,1599.0,499.0,2098.0,7.0,1138.0,482.0,1620.0,6.0,Jim Schwartz,Scott Linehan,Gunther Cunningham,Matthew Stafford,0.0
3142,2011,7,Sun,Lions,Falcons,1.0,0,5.0,178.0,114.0,1663.0,545.0,2208.0,4.0,1233.0,777.0,2010.0,13.0,Jim Schwartz,Scott Linehan,Gunther Cunningham,Matthew Stafford,0.0
3158,2010,7,Sun,Lions,Bengals,1.0,0,4.0,162.0,140.0,1706.0,565.0,2271.0,8.0,1610.0,749.0,2359.0,13.0,Jim Schwartz,Scott Linehan,Gunther Cunningham,Shaun Hill,0.0
3190,2019,7,Sun,Vikings,Lions,0.0,0,4.0,150.0,93.0,1280.0,954.0,2234.0,9.0,1313.0,549.0,1862.0,10.0,Mike Zimmer,Kevin Stefanski,George Edwards,Kirk Cousins,1.0
3206,2018,7,Sun,Vikings,Jets,0.0,0,3.0,140.0,148.0,1823.0,524.0,2347.0,9.0,1601.0,557.0,2158.0,8.0,Mike Zimmer,John DeFilippo,George Edwards,Kirk Cousins,1.0
3222,2017,7,Sun,Vikings,Ravens,1.0,0,4.0,122.0,103.0,1433.0,703.0,2136.0,6.0,1301.0,472.0,1773.0,8.0,Mike Zimmer,Pat Shurmur,George Edwards,Case Keenum,1.0
3237,2016,7,Sun,Vikings,Eagles,0.0,1,5.0,119.0,63.0,1160.0,353.0,1513.0,1.0,1049.0,389.0,1438.0,12.0,Mike Zimmer,Norv Turner,George Edwards,Sam Bradford,0.0
3253,2015,7,Sun,Vikings,Lions,0.0,0,3.0,96.0,83.0,898.0,630.0,1528.0,6.0,1200.0,559.0,1759.0,9.0,Mike Zimmer,Norv Turner,George Edwards,Teddy Bridgewater,1.0
3270,2014,7,Sun,Vikings,Bills,0.0,0,2.0,104.0,143.0,1169.0,719.0,1888.0,10.0,1283.0,709.0,1992.0,5.0,Mike Zimmer,Norv Turner,George Edwards,Teddy Bridgewater,0.0
3285,2013,7,Mon,Vikings,Giants,0.0,0,1.0,125.0,158.0,1110.0,582.0,1692.0,12.0,1540.0,550.0,2090.0,12.0,Leslie Frazier,Bill Musgrave,Alan Williams,Josh Freeman,0.0
3302,2012,7,Sun,Vikings,Cardinals,1.0,0,4.0,146.0,117.0,1381.0,760.0,2141.0,9.0,1306.0,576.0,1882.0,8.0,Leslie Frazier,Bill Musgrave,Alan Williams,Christian Ponder,1.0
3318,2011,7,Sun,Vikings,Packers,1.0,0,1.0,121.0,145.0,1012.0,853.0,1865.0,4.0,1617.0,501.0,2118.0,8.0,Leslie Frazier,Bill Musgrave,Fred Pagac,Christian Ponder,0.0
3333,2010,7,Sun,Vikings,Packers,0.0,0,2.0,87.0,88.0,888.0,621.0,1509.0,12.0,960.0,511.0,1471.0,7.0,Brad Childress,Darrell Bevell,Leslie Frazier,Brett Favre,0.0
3366,2019,7,Sun,Bengals,Jaguars,1.0,0,0.0,97.0,159.0,1507.0,339.0,1846.0,11.0,1449.0,1107.0,2556.0,6.0,Zac Taylor,Brian Callahan,Lou Anarumo,Andy Dalton,0.0
3382,2018,7,Sun,Bengals,Chiefs,0.0,0,4.0,174.0,158.0,1574.0,539.0,2113.0,8.0,1752.0,703.0,2455.0,8.0,Marvin Lewis,Bill Lazor,Teryl Austin,Andy Dalton,0.0
3397,2017,7,Sun,Bengals,Steelers,0.0,1,2.0,84.0,83.0,1135.0,420.0,1555.0,11.0,798.0,516.0,1314.0,4.0,Marvin Lewis,Ken Zampese,Paul Guenther,Andy Dalton,0.0
3414,2016,7,Sun,Bengals,Browns,1.0,0,2.0,109.0,145.0,1650.0,539.0,2189.0,5.0,1481.0,649.0,2130.0,7.0,Marvin Lewis,Ken Zampese,Paul Guenther,Andy Dalton,1.0
3445,2014,7,Sun,Bengals,Colts,0.0,0,3.0,134.0,113.0,1348.0,637.0,1985.0,6.0,1287.0,707.0,1994.0,8.0,Marvin Lewis,Hue Jackson,Paul Guenther,Andy Dalton,0.0
3462,2013,7,Sun,Bengals,Lions,0.0,0,4.0,121.0,111.0,1472.0,662.0,2134.0,12.0,1298.0,608.0,1906.0,10.0,Marvin Lewis,Jay Gruden,Mike Zimmer,Andy Dalton,1.0
3478,2012,7,Sun,Bengals,Steelers,1.0,0,3.0,149.0,163.0,1697.0,596.0,2293.0,14.0,1368.0,701.0,2069.0,7.0,Marvin Lewis,Jay Gruden,Mike Zimmer,Andy Dalton,0.0
3509,2010,7,Sun,Bengals,Falcons,0.0,1,2.0,100.0,102.0,1240.0,517.0,1757.0,10.0,1033.0,555.0,1588.0,12.0,Marvin Lewis,Bob Bratkowski,Mike Zimmer,Carson Palmer,0.0
3541,2019,7,Sun,Raiders,Packers,0.0,1,3.0,103.0,123.0,1069.0,672.0,1741.0,6.0,1318.0,460.0,1778.0,5.0,Jon Gruden,Greg Olson,Paul Guenther,Derek Carr,0.0
3574,2017,7,Thu,Raiders,Chiefs,1.0,0,2.0,124.0,126.0,1108.0,562.0,1670.0,7.0,1396.0,703.0,2099.0,5.0,Jack Del Rio,Todd Downing,Ken Norton,Derek Carr,1.0
3590,2016,7,Sun,Raiders,Jaguars,0.0,0,4.0,152.0,163.0,1583.0,660.0,2243.0,5.0,1876.0,793.0,2669.0,10.0,Jack Del Rio,Bill Musgrave,Ken Norton,Derek Carr,1.0
3605,2015,7,Sun,Raiders,Chargers,0.0,1,2.0,107.0,124.0,1244.0,450.0,1694.0,9.0,1496.0,416.0,1912.0,9.0,Jack Del Rio,Bill Musgrave,Ken Norton,Derek Carr,1.0
3621,2014,7,Sun,Raiders,Cardinals,1.0,0,0.0,79.0,134.0,1116.0,360.0,1476.0,10.0,1135.0,749.0,1884.0,5.0,Dennis Allen,Greg Olson,Jason Tarver,Derek Carr,0.0
3653,2012,7,Sun,Raiders,Jaguars,1.0,0,1.0,87.0,148.0,1357.0,392.0,1749.0,6.0,1373.0,559.0,1932.0,6.0,Dennis Allen,Greg Knapp,Jason Tarver,Carson Palmer,1.0
3670,2011,7,Sun,Raiders,Chiefs,1.0,0,4.0,160.0,150.0,1277.0,960.0,2237.0,7.0,1701.0,679.0,2380.0,9.0,Hue Jackson,Al Saunders,Chuck Bresnahan,Kyle Boller,0.0
3686,2010,7,Sun,Raiders,Broncos,0.0,0,2.0,120.0,151.0,1094.0,781.0,1875.0,10.0,1181.0,897.0,2078.0,8.0,Tom Cable,Hue Jackson,John Marshall,Jason Campbell,1.0
3750,2017,7,Sun,Steelers,Bengals,1.0,0,4.0,118.0,102.0,1454.0,644.0,2098.0,10.0,921.0,711.0,1632.0,8.0,Mike Tomlin,Todd Haley,Keith Butler,Ben Roethlisberger,1.0
3766,2016,7,Sun,Steelers,Patriots,1.0,0,4.0,154.0,123.0,1593.0,638.0,2231.0,8.0,1762.0,607.0,2369.0,6.0,Mike Tomlin,Todd Haley,Keith Butler,Ben Roethlisberger,0.0
3782,2015,7,Sun,Steelers,Chiefs,0.0,0,4.0,145.0,108.0,1355.0,743.0,2098.0,3.0,1699.0,560.0,2259.0,9.0,Mike Tomlin,Todd Haley,Keith Butler,Ben Roethlisberger,0.0
3798,2014,7,Mon,Steelers,Texans,1.0,0,3.0,124.0,139.0,1555.0,824.0,2379.0,7.0,1355.0,667.0,2022.0,6.0,Mike Tomlin,Todd Haley,Dick LeBeau,Ben Roethlisberger,1.0
3813,2013,7,Sun,Steelers,Ravens,1.0,0,1.0,88.0,116.0,1388.0,305.0,1693.0,11.0,980.0,574.0,1554.0,2.0,Mike Tomlin,Todd Haley,Dick LeBeau,Ben Roethlisberger,1.0
3829,2012,7,Sun,Steelers,Bengals,0.0,0,2.0,116.0,115.0,1429.0,374.0,1803.0,4.0,1004.0,475.0,1479.0,6.0,Mike Tomlin,Todd Haley,Dick LeBeau,Ben Roethlisberger,1.0
3846,2011,7,Sun,Steelers,Cardinals,0.0,0,4.0,119.0,102.0,1504.0,734.0,2238.0,12.0,946.0,677.0,1623.0,2.0,Mike Tomlin,Bruce Arians,Dick LeBeau,Ben Roethlisberger,1.0
3861,2010,7,Sun,Steelers,Dolphins,0.0,0,4.0,114.0,60.0,801.0,655.0,1456.0,6.0,1165.0,318.0,1483.0,15.0,Mike Tomlin,Bruce Arians,Dick LeBeau,Ben Roethlisberger,1.0
3910,2018,7,Sun,Browns,Buccaneers,0.0,0,2.0,128.0,151.0,1371.0,826.0,2197.0,9.0,1610.0,829.0,2439.0,16.0,Hue Jackson,Todd Haley,Gregg Williams,Baker Mayfield,0.0
3926,2017,7,Sun,Browns,Titans,1.0,0,0.0,94.0,157.0,1270.0,580.0,1850.0,16.0,1358.0,506.0,1864.0,7.0,Hue Jackson,Hue Jackson,Gregg Williams,DeShone Kizer,0.0
3942,2016,7,Sun,Browns,Bengals,0.0,0,0.0,113.0,176.0,1424.0,664.0,2088.0,8.0,1712.0,708.0,2420.0,7.0,Hue Jackson,Hue Jackson,Ray Horton,Cody Kessler,0.0
3958,2015,7,Sun,Browns,Rams,0.0,0,2.0,141.0,158.0,1634.0,551.0,2185.0,11.0,1545.0,899.0,2444.0,8.0,Mike Pettine,John DeFilippo,Jim O'Neil,Josh McCown,0.0
3973,2014,7,Sun,Browns,Jaguars,0.0,0,3.0,134.0,115.0,1184.0,732.0,1916.0,2.0,1298.0,748.0,2046.0,5.0,Mike Pettine,Kyle Shanahan,Jim O'Neil,Brian Hoyer,0.0
3990,2013,7,Sun,Browns,Packers,0.0,0,3.0,118.0,125.0,1459.0,521.0,1980.0,9.0,1286.0,589.0,1875.0,9.0,Rob Chudzinski,Norv Turner,Ray Horton,Jason Campbell,0.0
4006,2012,7,Sun,Browns,Colts,0.0,0,1.0,134.0,163.0,1450.0,499.0,1949.0,13.0,1765.0,788.0,2553.0,14.0,Pat Shurmur,Brad Childress,Dick Jauron,Brandon Weeden,0.0
4021,2011,7,Sun,Browns,Seahawks,1.0,0,2.0,91.0,117.0,1144.0,408.0,1552.0,5.0,960.0,649.0,1609.0,6.0,Pat Shurmur,Pat Shurmur,Dick Jauron,Colt McCoy,1.0
4038,2010,7,Sun,Browns,Saints,0.0,0,1.0,88.0,125.0,1251.0,583.0,1834.0,12.0,1373.0,721.0,2094.0,8.0,Eric Mangini,Brian Daboll,Rob Ryan,Jake Delhomme,1.0
4070,2019,7,Thu,Broncos,Chiefs,1.0,0,2.0,106.0,106.0,1321.0,696.0,2017.0,8.0,1176.0,671.0,1847.0,6.0,Vic Fangio,Rich Scangarello,Ed Donatell,Joe Flacco,0.0
4086,2018,7,Thu,Broncos,Cardinals,0.0,0,2.0,120.0,154.0,1581.0,745.0,2326.0,8.0,1455.0,968.0,2423.0,6.0,Vance Joseph,Bill Musgrave,Joe Woods,Case Keenum,1.0
4101,2017,7,Sun,Broncos,Chargers,0.0,0,3.0,108.0,97.0,1159.0,618.0,1777.0,9.0,958.0,351.0,1309.0,4.0,Vance Joseph,Mike McCoy,Joe Woods,Trevor Siemian,0.0
4118,2016,7,Mon,Broncos,Texans,1.0,0,4.0,140.0,108.0,1349.0,591.0,1940.0,8.0,1094.0,676.0,1770.0,11.0,Gary Kubiak,Rick Dennison,Wade Phillips,Trevor Siemian,1.0
4149,2014,7,Sun,Broncos,49ers,1.0,0,4.0,147.0,104.0,1489.0,456.0,1945.0,4.0,1207.0,384.0,1591.0,5.0,John Fox,Adam Gase,Jack Del Rio,Peyton Manning,1.0
4166,2013,7,Sun,Broncos,Colts,0.0,0,6.0,265.0,158.0,2164.0,692.0,2856.0,10.0,2026.0,419.0,2445.0,10.0,John Fox,Adam Gase,Jack Del Rio,Peyton Manning,0.0
4197,2011,7,Sun,Broncos,Dolphins,0.0,1,1.0,105.0,140.0,1009.0,509.0,1518.0,12.0,1312.0,617.0,1929.0,7.0,John Fox,Mike McCoy,Dennis Allen,Tim Tebow,1.0
4214,2010,7,Sun,Broncos,Raiders,1.0,0,2.0,124.0,140.0,1866.0,404.0,2270.0,8.0,1259.0,766.0,2025.0,9.0,Josh McDaniels,Mike McCoy,Don Martindale,Kyle Orton,0.0
4245,2019,7,Sun,Colts,Texans,1.0,1,3.0,113.0,115.0,1010.0,710.0,1720.0,5.0,1210.0,566.0,1776.0,5.0,Frank Reich,Nick Sirianni,Matt Eberflus,Jacoby Brissett,1.0
4262,2018,7,Sun,Colts,Bills,1.0,0,1.0,152.0,180.0,1716.0,499.0,2215.0,13.0,1680.0,641.0,2321.0,10.0,Frank Reich,Nick Sirianni,Matt Eberflus,Andrew Luck,1.0
4278,2017,7,Sun,Colts,Jaguars,1.0,0,2.0,119.0,195.0,1222.0,585.0,1807.0,9.0,1775.0,685.0,2460.0,8.0,Chuck Pagano,Rob Chudzinski,Ted Monachino,Jacoby Brissett,0.0
4294,2016,7,Sun,Colts,Titans,0.0,0,2.0,160.0,174.0,1574.0,611.0,2185.0,6.0,1761.0,706.0,2467.0,6.0,Chuck Pagano,Rob Chudzinski,Ted Monachino,Andrew Luck,1.0
4310,2015,7,Sun,Colts,Saints,1.0,0,3.0,126.0,147.0,1503.0,580.0,2083.0,12.0,1735.0,676.0,2411.0,6.0,Chuck Pagano,Pep Hamilton,Greg Manusky,Matt Hasselbeck,0.0
4326,2014,7,Sun,Colts,Bengals,1.0,0,4.0,189.0,136.0,1972.0,692.0,2664.0,11.0,1398.0,645.0,2043.0,12.0,Chuck Pagano,Pep Hamilton,Greg Manusky,Andrew Luck,1.0
4342,2013,7,Sun,Colts,Broncos,1.0,0,4.0,148.0,98.0,1295.0,784.0,2079.0,5.0,1234.0,792.0,2026.0,10.0,Chuck Pagano,Pep Hamilton,Greg Manusky,Andrew Luck,1.0
4357,2012,7,Sun,Colts,Browns,1.0,0,2.0,100.0,145.0,1402.0,431.0,1833.0,11.0,1000.0,795.0,1795.0,3.0,Chuck Pagano,Bruce Arians,Greg Manusky,Andrew Luck,1.0
4374,2011,7,Sun,Colts,Saints,0.0,0,0.0,104.0,163.0,1204.0,504.0,1708.0,9.0,1535.0,820.0,2355.0,7.0,Jim Caldwell,Clyde Christensen,Larry Coyer,Curtis Painter,0.0
4422,2019,7,Sun,Texans,Colts,0.0,0,4.0,162.0,134.0,1542.0,839.0,2381.0,8.0,1608.0,528.0,2136.0,9.0,Bill O'Brien,Tim Kelly,Romeo Crennel,Deshaun Watson,0.0
4438,2018,7,Sun,Texans,Jaguars,0.0,0,3.0,135.0,137.0,1678.0,655.0,2333.0,11.0,1475.0,575.0,2050.0,10.0,Bill O'Brien,Bill O'Brien,Romeo Crennel,Deshaun Watson,1.0
4470,2016,7,Mon,Texans,Broncos,0.0,0,4.0,108.0,127.0,1299.0,667.0,1966.0,10.0,1136.0,758.0,1894.0,6.0,Bill O'Brien,George Godsey,Romeo Crennel,Brock Osweiler,0.0
4486,2015,7,Sun,Texans,Dolphins,0.0,0,2.0,128.0,155.0,1787.0,576.0,2363.0,10.0,1439.0,654.0,2093.0,5.0,Bill O'Brien,George Godsey,Romeo Crennel,Brian Hoyer,0.0
4502,2014,7,Mon,Texans,Steelers,0.0,0,3.0,132.0,120.0,1251.0,771.0,2022.0,10.0,1629.0,754.0,2383.0,14.0,Bill O'Brien,Bill O'Brien,Romeo Crennel,Ryan Fitzpatrick,0.0
4518,2013,7,Sun,Texans,Chiefs,0.0,0,2.0,106.0,177.0,1553.0,821.0,2374.0,15.0,788.0,729.0,1517.0,3.0,Gary Kubiak,Rick Dennison,Wade Phillips,Matt Schaub,0.0
4534,2012,7,Sun,Texans,Ravens,1.0,0,5.0,173.0,115.0,1375.0,805.0,2180.0,6.0,1279.0,526.0,1805.0,11.0,Gary Kubiak,Rick Dennison,Wade Phillips,Matt Schaub,1.0
4550,2011,7,Sun,Texans,Titans,0.0,0,3.0,141.0,124.0,1529.0,757.0,2286.0,6.0,1330.0,642.0,1972.0,10.0,Gary Kubiak,Rick Dennison,Wade Phillips,Matt Schaub,1.0
4597,2019,7,Mon,Jets,Patriots,1.0,0,1.0,63.0,123.0,780.0,320.0,1100.0,7.0,1311.0,479.0,1790.0,8.0,Adam Gase,Dowell Loggains,Gregg Williams,Sam Darnold,0.0
4614,2018,7,Sun,Jets,Vikings,1.0,0,3.0,165.0,139.0,1261.0,782.0,2043.0,12.0,1634.0,652.0,2286.0,15.0,Todd Bowles,Jeremy Bates,Kacy Rodgers,Sam Darnold,0.0
4630,2017,7,Sun,Jets,Dolphins,0.0,0,3.0,109.0,130.0,1281.0,631.0,1912.0,11.0,1315.0,833.0,2148.0,9.0,Todd Bowles,John Morton,Kacy Rodgers,Josh McCown,0.0
4646,2016,7,Sun,Jets,Ravens,1.0,0,1.0,95.0,164.0,1434.0,555.0,1989.0,15.0,1740.0,513.0,2253.0,4.0,Todd Bowles,Chan Gailey,Kacy Rodgers,Geno Smith,1.0
4661,2015,7,Sun,Jets,Patriots,0.0,0,4.0,129.0,75.0,1169.0,730.0,1899.0,10.0,933.0,413.0,1346.0,15.0,Todd Bowles,Chan Gailey,Kacy Rodgers,Ryan Fitzpatrick,0.0
4678,2014,7,Thu,Jets,Patriots,0.0,0,1.0,96.0,158.0,1093.0,727.0,1820.0,12.0,1410.0,553.0,1963.0,3.0,Rex Ryan,Marty Mornhinweg,Dennis Thurman,Geno Smith,0.0
4694,2013,7,Sun,Jets,Patriots,1.0,0,3.0,104.0,135.0,1327.0,693.0,2020.0,14.0,1369.0,454.0,1823.0,3.0,Rex Ryan,Marty Mornhinweg,Dennis Thurman,Geno Smith,1.0
4710,2012,7,Sun,Jets,Patriots,0.0,0,3.0,133.0,141.0,1106.0,667.0,1773.0,10.0,1256.0,903.0,2159.0,11.0,Rex Ryan,Tony Sparano,Mike Pettine,Mark Sanchez,0.0
4726,2011,7,Sun,Jets,Chargers,1.0,0,3.0,145.0,131.0,1298.0,485.0,1783.0,11.0,1205.0,792.0,1997.0,14.0,Rex Ryan,Brian Schottenheimer,Mike Pettine,Mark Sanchez,1.0
4774,2019,7,Sun,Jaguars,Bengals,0.0,0,2.0,117.0,131.0,1424.0,765.0,2189.0,7.0,1449.0,787.0,2236.0,2.0,Doug Marrone,John DeFilippo,Todd Wash,Gardner Minshew,1.0
4790,2018,7,Sun,Jaguars,Texans,1.0,0,3.0,109.0,126.0,1606.0,620.0,2226.0,14.0,1127.0,712.0,1839.0,5.0,Doug Marrone,Nathaniel Hackett,Todd Wash,Blake Bortles,0.0
4806,2017,7,Sun,Jaguars,Colts,0.0,0,3.0,156.0,110.0,1018.0,995.0,2013.0,6.0,996.0,874.0,1870.0,16.0,Doug Marrone,Nathaniel Hackett,Todd Wash,Blake Bortles,1.0
4821,2016,7,Sun,Jaguars,Raiders,1.0,0,2.0,101.0,127.0,1245.0,355.0,1600.0,9.0,1092.0,515.0,1607.0,5.0,Gus Bradley,Greg Olson,Todd Wash,Blake Bortles,0.0
4838,2015,7,Sun,Jaguars,Bills,1.0,0,1.0,113.0,176.0,1548.0,556.0,2104.0,9.0,1587.0,610.0,2197.0,3.0,Gus Bradley,Greg Olson,Bob Babich,Blake Bortles,1.0
4854,2014,7,Sun,Jaguars,Browns,1.0,0,0.0,81.0,185.0,1323.0,417.0,1740.0,12.0,1764.0,703.0,2467.0,4.0,Gus Bradley,Jedd Fisch,Bob Babich,Blake Bortles,1.0
